date,close,open,high,low,volume
2024-11-21T00:00:00-05:00,412.87,419.5,419.78,410.29,20780200.0
2024-11-22T00:00:00-05:00,417.0,411.37,417.4,411.06,24814626.0
2024-11-25T00:00:00-05:00,418.79,418.38,421.08,414.85,27691100.0
2024-11-26T00:00:00-05:00,427.99,419.59,429.04,418.85,23458900.0
2024-11-27T00:00:00-05:00,422.99,425.11,427.23,422.02,18332444.0
2024-11-29T00:00:00-05:00,423.46,420.09,424.88,417.8,16271921.0
2024-12-02T00:00:00-05:00,430.98,421.57,433.0,421.31,20207223.0
2024-12-03T00:00:00-05:00,431.2,429.84,432.47,427.74,18302000.0
2024-12-04T00:00:00-05:00,437.42,433.03,439.67,432.63,26009429.0
2024-12-05T00:00:00-05:00,442.62,437.92,444.66,436.17,21697800.0
2024-12-06T00:00:00-05:00,443.57,442.3,446.1,441.77,18821002.0
2024-12-09T00:00:00-05:00,446.02,442.6,448.33,440.5,19144400.0
2024-12-10T00:00:00-05:00,443.33,444.39,449.62,441.6,18469500.0
2024-12-11T00:00:00-05:00,448.99,444.05,450.35,444.05,19200208.0
2024-12-12T00:00:00-05:00,449.56,449.11,456.16,449.11,20834800.0
2024-12-13T00:00:00-05:00,447.27,448.44,451.43,445.58,20177833.0
2024-12-16T00:00:00-05:00,451.59,447.27,452.18,445.28,23598834.0
2024-12-17T00:00:00-05:00,454.46,451.01,455.29,449.57,22733500.0
2024-12-18T00:00:00-05:00,437.39,451.32,452.65,437.02,24444545.0
2024-12-19T00:00:00-05:00,437.03,441.62,443.18,436.32,22963700.0
2024-12-20T00:00:00-05:00,436.6,433.11,443.74,428.63,64263700.0
2024-12-23T00:00:00-05:00,435.25,436.74,437.65,432.83,19152519.0
2024-12-24T00:00:00-05:00,439.33,434.65,439.6,434.19,7164543.0
2024-12-26T00:00:00-05:00,438.11,439.08,440.94,436.63,8199927.0
2024-12-27T00:00:00-05:00,430.53,434.6,435.22,426.35,18117713.0
2024-12-30T00:00:00-05:00,424.83,426.06,427.55,421.9,13158703.0
2024-12-31T00:00:00-05:00,421.5,426.1,426.73,420.66,13246509.0
2025-01-02T00:00:00-05:00,418.58,425.53,426.07,414.85,16896500.0
2025-01-03T00:00:00-05:00,423.35,421.08,424.03,419.54,16662943.0
2025-01-06T00:00:00-05:00,427.85,428.0,434.32,425.48,20573648.0
2025-01-07T00:00:00-05:00,422.37,429.0,430.65,420.8,18139100.0
2025-01-08T00:00:00-05:00,424.56,423.46,426.97,421.54,15054600.0
2025-01-10T00:00:00-05:00,418.95,424.63,424.71,415.02,20201132.0
2025-01-13T00:00:00-05:00,417.19,415.24,418.5,412.29,17604800.0
2025-01-14T00:00:00-05:00,415.67,417.81,419.74,410.72,16935900.0
2025-01-15T00:00:00-05:00,426.31,419.13,428.15,418.27,19637838.0
2025-01-16T00:00:00-05:00,424.58,428.7,429.49,424.39,15300023.0
2025-01-17T00:00:00-05:00,429.03,434.09,434.48,428.17,26197507.0
2025-01-21T00:00:00-05:00,428.5,430.2,430.9,425.6,26085703.0
2025-01-22T00:00:00-05:00,446.2,437.56,447.27,436.0,27803811.0
2025-01-23T00:00:00-05:00,446.71,442.0,446.75,441.5,18389300.0
2025-01-24T00:00:00-05:00,444.06,445.16,446.65,441.4,15549500.0
2025-01-27T00:00:00-05:00,434.56,424.01,435.2,423.5,35647805.0
2025-01-28T00:00:00-05:00,447.2,434.6,448.38,431.38,23491703.0
2025-01-29T00:00:00-05:00,442.33,446.69,446.88,440.4,23581400.0
2025-01-30T00:00:00-05:00,414.99,418.77,422.86,413.16,54586300.0
2025-01-31T00:00:00-05:00,415.06,418.98,420.69,414.91,34223400.0
2025-02-03T00:00:00-05:00,410.92,411.6,415.41,408.66,25679149.0
2025-02-04T00:00:00-05:00,412.37,412.69,413.92,409.74,20532100.0
2025-02-05T00:00:00-05:00,413.29,412.35,413.83,410.4,16336188.0
2025-02-06T00:00:00-05:00,415.82,414.0,418.2,414.0,16309800.0
2025-02-07T00:00:00-05:00,409.75,416.48,418.65,408.1,22886844.0
2025-02-10T00:00:00-05:00,412.22,413.71,415.46,410.92,20817919.0
2025-02-11T00:00:00-05:00,411.44,409.64,412.49,409.3,18140600.0
2025-02-12T00:00:00-05:00,409.04,407.21,410.75,404.37,19121734.0
2025-02-13T00:00:00-05:00,410.54,407.0,411.0,406.36,23891731.0
2025-02-14T00:00:00-05:00,408.43,407.79,408.91,405.88,22758500.0
2025-02-18T00:00:00-05:00,409.64,408.0,410.6,406.5,21423100.0
2025-02-19T00:00:00-05:00,414.77,407.88,415.49,407.65,24114200.0
2025-02-20T00:00:00-05:00,416.13,415.29,419.31,412.54,23508728.0
2025-02-21T00:00:00-05:00,408.21,417.34,418.05,407.89,27524800.0
2025-02-24T00:00:00-05:00,404.0,408.51,409.37,399.32,26443700.0
2025-02-25T00:00:00-05:00,397.9,401.1,401.92,396.7,29387402.0
2025-02-26T00:00:00-05:00,399.73,398.01,403.6,394.25,19619000.0
2025-02-27T00:00:00-05:00,392.53,401.27,405.74,392.17,21127406.0
2025-02-28T00:00:00-05:00,396.99,392.66,397.63,386.57,32845700.0
2025-03-03T00:00:00-05:00,388.49,398.82,398.82,386.16,23007726.0
2025-03-04T00:00:00-05:00,388.61,383.4,392.58,381.0,29342923.0
2025-03-05T00:00:00-05:00,401.02,389.34,401.67,388.81,23433132.0
2025-03-06T00:00:00-05:00,396.89,394.28,402.15,392.68,23304625.0
2025-03-07T00:00:00-05:00,393.31,392.32,394.8,385.54,22034100.0
2025-03-10T00:00:00-04:00,380.16,385.84,386.4,377.22,32840134.0
2025-03-11T00:00:00-04:00,380.45,379.0,386.0,376.91,30380200.0
2025-03-12T00:00:00-04:00,383.27,382.95,385.22,378.95,24253600.0
2025-03-13T00:00:00-04:00,378.77,383.16,385.32,377.45,20473017.0
2025-03-14T00:00:00-04:00,388.56,379.78,390.23,379.51,19952846.0
2025-03-17T00:00:00-04:00,388.7,386.7,392.71,385.57,22474300.0
2025-03-18T00:00:00-04:00,383.52,387.07,387.37,381.1,19486900.0
2025-03-19T00:00:00-04:00,387.82,385.53,389.68,384.0,19185532.0
2025-03-20T00:00:00-04:00,386.84,385.74,391.79,383.28,18470542.0
2025-03-21T00:00:00-04:00,391.26,383.22,391.74,382.8,39675928.0
2025-03-24T00:00:00-04:00,393.08,395.4,395.4,389.81,21004548.0
2025-03-25T00:00:00-04:00,395.16,393.92,396.36,392.64,15775000.0
2025-03-26T00:00:00-04:00,389.97,395.0,395.31,388.57,16132906.0
2025-03-27T00:00:00-04:00,390.58,390.13,392.24,387.4,13766800.0
2025-03-28T00:00:00-04:00,378.8,388.08,389.13,376.93,21632016.0
2025-03-31T00:00:00-04:00,375.39,372.54,377.07,367.24,35184700.0
2025-04-01T00:00:00-04:00,382.19,374.65,382.85,373.23,19689503.0
2025-04-02T00:00:00-04:00,382.14,377.97,385.08,376.62,16092600.0
2025-04-03T00:00:00-04:00,373.11,374.79,377.48,369.35,30198000.0
2025-04-04T00:00:00-04:00,359.84,364.13,374.59,359.48,49209900.0
2025-04-07T00:00:00-04:00,357.86,350.88,371.0,344.79,50425000.0
2025-04-08T00:00:00-04:00,354.56,368.26,373.65,350.25,35868918.0
2025-04-09T00:00:00-04:00,390.49,353.54,393.23,353.1,50199700.0
2025-04-10T00:00:00-04:00,381.35,382.06,383.9,367.8,38024400.0
2025-04-11T00:00:00-04:00,388.45,380.64,390.05,378.89,23839220.0
2025-04-14T00:00:00-04:00,387.81,393.22,394.65,384.21,19251200.0
2025-04-15T00:00:00-04:00,385.73,388.51,391.89,384.16,17199900.0
2025-04-16T00:00:00-04:00,371.61,380.67,381.61,368.0,21967826.0
2025-04-17T00:00:00-04:00,367.78,373.75,374.32,366.89,21120192.0
2025-04-21T00:00:00-04:00,359.12,362.82,364.48,355.67,20807300.0
2025-04-22T00:00:00-04:00,366.82,363.38,367.77,359.86,19485000.0
2025-04-23T00:00:00-04:00,374.39,376.06,380.39,373.02,20545526.0
2025-04-24T00:00:00-04:00,387.3,375.7,388.45,375.19,22232300.0
2025-04-25T00:00:00-04:00,391.85,387.0,392.16,384.6,18973200.0
2025-04-28T00:00:00-04:00,391.16,391.96,392.74,386.64,16579430.0
2025-04-29T00:00:00-04:00,394.04,391.3,395.1,390.38,14974000.0
2025-04-30T00:00:00-04:00,395.26,390.3,396.66,384.44,36461100.0
2025-05-01T00:00:00-04:00,425.4,431.11,436.99,424.9,58938100.0
2025-05-02T00:00:00-04:00,435.28,431.74,439.44,429.99,30757434.0
2025-05-05T00:00:00-04:00,436.17,432.87,439.5,432.11,20136100.0
2025-05-06T00:00:00-04:00,433.31,432.2,437.73,431.17,15104204.0
2025-05-07T00:00:00-04:00,433.35,433.84,438.12,431.11,23307241.0
2025-05-08T00:00:00-04:00,438.17,437.93,443.67,435.66,23491330.0
2025-05-09T00:00:00-04:00,438.73,440.0,440.74,435.88,15324233.0
2025-05-12T00:00:00-04:00,449.26,445.94,449.37,439.78,22821935.0
2025-05-13T00:00:00-04:00,449.14,447.78,450.67,445.36,23618819.0
2025-05-14T00:00:00-04:00,452.94,448.14,453.9,448.14,19902800.0
2025-05-15T00:00:00-04:00,453.13,450.77,456.19,450.43,21992323.0
2025-05-16T00:00:00-04:00,454.27,452.05,454.36,448.73,23849800.0
2025-05-19T00:00:00-04:00,458.87,450.88,459.59,450.8,21336509.0
2025-05-20T00:00:00-04:00,458.17,455.59,458.34,454.32,15441808.0
2025-05-21T00:00:00-04:00,452.57,454.57,457.78,451.81,19216906.0
2025-05-22T00:00:00-04:00,454.86,454.95,460.25,453.9,18025612.0
2025-05-23T00:00:00-04:00,450.18,449.98,453.69,448.91,16883509.0
2025-05-27T00:00:00-04:00,460.69,456.48,460.95,456.12,20974300.0
2025-05-28T00:00:00-04:00,457.36,461.22,462.52,456.93,17086300.0
2025-05-29T00:00:00-04:00,458.68,461.55,461.72,455.31,13982211.0
2025-05-30T00:00:00-04:00,460.36,459.72,461.68,455.54,34770500.0
2025-06-02T00:00:00-04:00,461.97,457.14,462.11,456.89,16626500.0
2025-06-03T00:00:00-04:00,462.97,461.47,464.14,460.86,15743800.0
2025-06-04T00:00:00-04:00,463.87,464.0,465.69,463.02,14162700.0
2025-06-05T00:00:00-04:00,467.68,464.96,469.65,464.03,20154500.0
2025-06-06T00:00:00-04:00,470.38,470.09,473.34,468.78,15285624.0
2025-06-09T00:00:00-04:00,472.75,469.7,473.43,468.62,16469932.0
2025-06-10T00:00:00-04:00,470.92,471.19,472.8,466.96,15375944.0
2025-06-11T00:00:00-04:00,472.62,470.02,475.47,469.66,16399200.0
2025-06-12T00:00:00-04:00,478.87,475.02,480.42,473.52,18950600.0
2025-06-13T00:00:00-04:00,474.96,476.41,479.18,472.76,16814500.0
2025-06-16T00:00:00-04:00,479.14,475.21,480.69,475.0,15626104.0
2025-06-17T00:00:00-04:00,478.04,475.4,478.74,474.08,15414128.0
2025-06-18T00:00:00-04:00,480.24,478.0,481.0,474.46,17526500.0
2025-06-20T00:00:00-04:00,477.4,482.23,483.46,476.87,37576206.0
2025-06-23T00:00:00-04:00,486.0,478.21,487.75,472.51,24864000.0
2025-06-24T00:00:00-04:00,490.11,488.95,491.85,486.8,22305642.0
2025-06-25T00:00:00-04:00,492.27,492.04,494.56,489.39,17495100.0
2025-06-26T00:00:00-04:00,497.45,492.98,498.04,492.81,21578900.0
2025-06-27T00:00:00-04:00,495.94,497.55,499.3,493.03,34539236.0
2025-06-30T00:00:00-04:00,497.41,497.04,500.76,495.33,28369000.0
2025-07-01T00:00:00-04:00,492.05,496.47,498.05,490.98,19945400.0
2025-07-02T00:00:00-04:00,491.09,489.99,493.5,488.7,16319641.0
2025-07-03T00:00:00-04:00,498.84,493.81,500.13,493.44,13984829.0
2025-07-07T00:00:00-04:00,497.72,497.38,498.75,495.23,13981605.0
2025-07-08T00:00:00-04:00,496.62,497.24,498.2,494.11,11846600.0
2025-07-09T00:00:00-04:00,503.51,500.3,506.78,499.74,18659538.0
2025-07-10T00:00:00-04:00,501.48,503.05,504.44,497.75,16498740.0
2025-07-11T00:00:00-04:00,503.32,498.47,505.03,497.8,16459512.0
2025-07-14T00:00:00-04:00,503.02,501.52,503.97,501.03,12058848.0
2025-07-15T00:00:00-04:00,505.82,503.02,508.3,502.79,14927202.0
2025-07-16T00:00:00-04:00,505.62,505.18,506.72,501.89,15154400.0
2025-07-17T00:00:00-04:00,511.7,505.68,513.37,505.62,17503129.0
2025-07-18T00:00:00-04:00,510.05,514.48,514.64,507.43,21209700.0
2025-07-21T00:00:00-04:00,510.06,506.71,512.09,505.55,14066805.0
2025-07-22T00:00:00-04:00,505.27,510.97,511.2,505.27,13868644.0
2025-07-23T00:00:00-04:00,505.87,506.75,506.79,500.7,16396600.0
2025-07-24T00:00:00-04:00,510.88,508.77,513.67,507.3,16107000.0
2025-07-25T00:00:00-04:00,513.71,512.47,518.29,510.36,19125700.0
2025-07-28T00:00:00-04:00,512.5,514.08,515.0,510.12,14308027.0
2025-07-29T00:00:00-04:00,512.57,515.53,517.62,511.56,16469235.0
2025-07-30T00:00:00-04:00,513.24,515.17,515.95,509.44,26380434.0
2025-07-31T00:00:00-04:00,533.5,555.23,555.45,531.9,51617326.0
2025-08-01T00:00:00-04:00,524.11,535.0,535.8,520.86,28977628.0
2025-08-04T00:00:00-04:00,535.64,528.27,538.25,528.13,25349004.0
2025-08-05T00:00:00-04:00,527.75,537.18,537.3,527.24,19171600.0
2025-08-06T00:00:00-04:00,524.94,530.9,531.7,524.03,21355702.0
2025-08-07T00:00:00-04:00,520.84,526.8,528.09,517.55,16079144.0
2025-08-08T00:00:00-04:00,522.04,522.6,524.66,519.41,15531009.0
2025-08-11T00:00:00-04:00,521.77,522.3,527.59,519.72,20194400.0
2025-08-12T00:00:00-04:00,529.24,523.75,530.98,522.7,18688921.0
2025-08-13T00:00:00-04:00,520.58,532.11,532.7,519.37,19619200.0
2025-08-14T00:00:00-04:00,522.48,522.56,525.95,520.14,20269074.0
